Year,Ticker,Company,dldte,company status,dlrsn,Current Assets(act),Assets Total(at),Capital Expenditures (capx),Common Equity Total (ceq),Cash and Short-Term Investments (che),Debt in Current Liabilities - Total (dlc),Long-Term Debt - Issuance (dltis),Long-Term Debt - Reduction (dltr),Long-Term Debt - Total (dltt),Cash Dividends Paid (dv),ebit,ebitda,Gross Profit (gp),Inventories - Total (invt),Short-Term Investments - Total (ivst),Current Liabilities - Total (lct),Liabilities - Total (lt),Net Income/Loss (ni),Notes Payable - Short-Term Borrowings (np),Operating Activities - Net Cash Flow (oancf),Operating Income After Depreciation (oiadp),"Property, Plant, and Equipment - Net (ppent)",Retained Earnings (re),Receivables - Total (rect),Revenue - Total (revt),Sales/Turnover - Net (sale),Stockholders Equity - Parent (seq),Special Items (spi),Deferred Taxes and Investment Tax Credit (txditc),Working Capital (wcap),Market Value - Total (mkvalt),Price Close - Fiscal Year (prcc_f),act_scaled,che_scaled,lct_scaled,dlc_scaled,np_scaled,wcap_scaled,ivst_scaled,ni_scaled,ebit_scaled,ebitda_scaled,gp_scaled,log_revt,oiadp_scaled,dltt_scaled,lt_scaled,ceq_scaled,seq_scaled,txditc_scaled,log_at,rect_scaled,invt_scaled,ppent_scaled,sale_scaled,oancf_scaled,capx_scaled,dv_scaled,dltr_scaled,dltis_scaled,log_mkvalt,prcc_f_scaled,re_scaled,spi_scaled,Market Value - Total (mkvalt)_naflag,Price Close - Fiscal Year (prcc_f)_naflag,Operating Activities - Net Cash Flow (oancf)_naflag,Deferred Taxes and Investment Tax Credit (txditc)_naflag,Retained Earnings (re)_naflag
1981.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,37.016,47.645,1.609,27.807,0.591,8.616,1.188,1.8,3.982,0.601,7.14,8.101,34.756,23.362,0.0,15.038,19.838,3.903,6.65,-0.511,7.14,5.758,12.222,11.668,73.44,73.44,27.807,0.0,0.0,21.978,164.0943,19.87498453,0.776912583,0.039300439,0.315625984,0.180837444,0.139573932,0.461286599,0.0,0.081918354,0.149858327,0.408357697,0.473257081,4.309993432,0.149858327,0.143201352,0.416371078,0.583628922,1.0,0.0,3.884549028,0.158877996,0.318110022,0.120852136,1.541399937,-0.010725154790639102,0.0,0.153984115,0.452034154,0.024934411,5.100441262575041,1.5899990282478376,0.25652219540350507,0.0,0,0,0,0,0
1982.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,33.464,45.545,3.237,27.823,0.621,10.521,0.136,1.019,3.099,0.664,2.848,3.871,34.1,22.469,0.0,13.809,17.722,0.594,8.945,-0.511,2.848,7.918,12.152,7.879,74.112,74.112,27.823,0.0,0.0,19.655,164.0943,8.37498415,0.734745856,0.044970671,0.303194643,0.231002305,0.196399166,0.431551213,0.0,0.013042046,0.062531562,0.218429071,0.460114421,4.318980333,0.062531562,0.111382669,0.389109672,0.610890328,1.0,0.0,3.840419587,0.106312068,0.303176274,0.173850038,1.627225821,-0.011219672851026458,0.0,1.117845118,0.328815747,0.002986058,5.100441262575041,0.6942992642936979,0.2668130420463278,0.0,0,0,0,0,0
1983.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,26.789,37.691,1.819,22.855,0.411,6.104,0.747,0.081,3.243,0.331,-7.649,-6.21,25.164,15.402,0.0,10.363,14.836,-5.499,5.399,-0.511,-7.649,6.892,6.322,8.091,63.033,63.033,22.855,0.0,0.0,16.426,164.0943,17.49998233,0.71075323,0.03966033,0.274946274,0.161948476,0.143243745,0.435806957,0.0,-0.145896898,-0.202939694,-0.418576436,0.399219456,4.159398575,-0.202939694,0.141894553,0.39362182,0.60637818,1.0,0.0,3.655607015,0.128361335,0.244348199,0.182855324,1.672362102,-0.01355761322331591,0.0,-0.060192762,0.024976873,0.019819055,5.100441262575041,1.238936802123894,0.1677323498978536,0.0,0,0,0,0,0
1984.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,27.522,37.535,3.213,10.673,1.23,12.92,0.031,0.083,2.94,0.0,-5.042,-3.745,27.422,18.391,0.0,20.855,26.862,-13.067,12.36,-0.511,-5.042,6.475,-6.852,7.21,61.573,61.573,10.673,0.0,0.0,6.667,164.0943,7.12499168,0.733235647,0.058978662,0.55561476,0.344212069,0.32929266,0.177620887,0.0,-0.348128413,-0.134327961,-0.139416276,0.445357543,4.136333875,-0.134327961,0.275461445,0.715652058,0.284347942,1.0,0.0,3.651566919,0.117096779,0.298686112,0.172505661,1.640415612,-0.013613960303716532,0.0,0.0,0.028231293,0.000825896,5.100441262575041,0.548076283076923,-0.18254962035433597,0.0,0,0,0,0,0
1985.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,17.889,28.354,2.348,14.868,0.031,3.76,-0.068,0.172,2.7,0.0,2.05,3.221,25.962,13.195,0.0,9.329,13.486,3.331,3.46,-0.511,2.05,7.082,-3.563,4.188,52.647,52.647,14.868,0.0,0.0,8.56,164.0943,7.24999251,0.630916273,0.003322971,0.329018833,0.132609156,0.122028638,0.30189744,0.0,0.117479015,0.072300205,0.238840279,0.493133512,3.98242555,0.072300205,0.181598063,0.475629541,0.524370459,1.0,0.0,3.379428823,0.079548692,0.250631565,0.249770755,1.856775058,-0.01802214855046907,0.0,0.0,0.063703704,-0.002398251,5.100441262575041,0.5576917315384615,-0.1256612823587501,0.0,0,0,0,0,0
1986.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,17.251,30.425,5.089,15.167,0.228,3.61,0.544,0.078,3.093,0.0,1.001,2.673,31.524,13.705,0.0,10.887,15.258,-0.484,3.39,-0.511,1.001,9.434,-4.088,2.688,62.607,62.607,15.167,0.0,0.0,6.364,164.0943,10.24998665,0.567000822,0.020942408,0.357830731,0.118652424,0.111421528,0.20917009,0.0,-0.01590797,0.032900575,0.175186787,0.50352197,4.152723527,0.032900575,0.203929584,0.501495481,0.498504519,1.0,0.0,3.447603754,0.042934496,0.218905234,0.310073952,2.057748562,-0.016795398520953162,0.0,0.0,0.025218235,0.017880033,5.100441262575041,0.9111100208196379,-0.1343631881676253,0.0,0,0,0,0,0
1987.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,19.318,33.462,5.623,10.213,0.759,0.153,8.15,0.111,11.132,0.0,4.629,6.408,37.235,14.576,0.0,9.807,23.249,-5.741,0.042,-0.511,4.629,10.265,-9.703,2.701,67.42,67.42,10.213,0.0,0.0,9.511,164.0943,18.12498558,0.577311577,0.077393698,0.293078716,0.004572351,0.001255155,0.284232861,0.0,-0.171567748,0.138336023,0.275624758,0.552284189,4.22566518,0.138336023,1.089983355,0.694788118,0.305211882,1.0,0.0,3.539857268,0.040062296,0.216196974,0.306765884,2.014822784,-0.015271053732592193,0.0,0.0,0.009971254,0.243559859,5.100441262575041,2.73584688,-0.28997071304763605,0.0,0,0,0,0,0
1988.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,23.421,42.472,7.48,14.733,0.036,0.087,6.079,0.111,17.169,0.0,4.966,7.169,42.453,18.538,0.0,9.155,27.739,3.416,0.018,-0.511,4.966,15.347,-5.954,2.575,78.498,78.498,14.733,0.0,0.0,14.266,164.0943,9.49998951,0.551445658,0.003932277,0.215553777,0.002048408,0.000423809,0.335891882,0.0,0.080429459,0.116924091,0.258444789,0.540816327,4.375731864,0.116924091,1.165343107,0.653112639,0.346887361,1.0,0.0,3.772117053,0.032803384,0.236158883,0.361343944,1.848229422,-0.012031456018082502,-14.63796477,0.0,0.006465141,0.143129591,5.100441262575041,1.2258089289151302,-0.14018647579581842,0.0,0,0,0,0,0
1989.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,36.464,59.749,7.015,35.037,8.152,0.067,0.0,6.337,10.853,0.0,9.774,12.67,60.655,22.549,0.0,12.375,24.712,8.092,0.007,9.251,9.774,19.644,2.194,3.651,109.165,109.165,35.037,0.0,0.0,24.089,164.0943,24.37496978,0.610286365,0.658747475,0.207116437,0.001121358,0.000117157,0.403169928,0.0,0.135433229,0.163584328,0.512706377,0.555626803,4.701979242,0.163584328,0.309758256,0.41359688,0.58640312,1.0,0.0,4.106750621,0.033444785,0.206558879,0.328775377,1.827059867,0.15483104319737567,0.7582964,0.0,0.583893854,0.0,5.100441262575041,3.1451577765032117,0.03672027983731945,0.0,0,0,0,0,0
1990.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,27.744,69.22,11.595,53.629,3.28,0.063,0.0,0.0,2.49,0.0,9.856,13.481,50.039,20.641,0.0,11.779,15.591,9.855,0.063,5.372,9.856,26.304,12.166,0.0,111.743,111.743,53.629,0.0,0.0,15.965,164.0943,22.24998915,0.400809015,0.278461669,0.170167582,0.000910142,0.000910142,0.230641433,0.0,0.142372147,0.142386593,0.864665512,0.447804337,4.725110892,0.142386593,0.046430103,0.22523837,0.77476163,1.0,0.0,4.251633171,0.0,0.184718506,0.380005779,1.614316671,0.07760762785322162,2.158413999,0.0,0.0,0.0,5.100441262575041,3.122805494736842,0.17575845131464896,0.0,0,0,0,0,0
1991.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,34.151,66.242,8.874,47.257,1.018,1.95,0.0,0.0,2.49,0.0,9.968,15.078,59.254,29.722,0.0,14.497,18.985,6.522,1.95,3.411,9.968,29.494,5.14,0.0,139.254,139.254,47.257,0.0,0.0,19.654,164.0943,15.99999046,0.515549047,0.070221425,0.218849069,0.029437517,0.029437517,0.296699979,0.0,0.098457172,0.150478548,0.794205952,0.425510219,4.943455064,0.150478548,0.052690607,0.286600646,0.713399354,1.0,0.0,4.208298052,0.0,0.213437316,0.445246218,2.102201021,0.05149301047673681,2.601583113,0.0,0.0,0.0,5.100441262575041,1.2610829919211821,0.07759427553515895,0.0,0,0,0,0,0
1992.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,45.015,79.178,7.472,59.114,10.1,0.0,0.0,2.49,0.0,0.0,15.892,21.544,77.769,30.311,0.0,17.371,20.064,9.602,0.0,19.151,15.892,30.672,14.437,0.0,176.023,176.023,59.114,0.0,0.0,27.644,164.0943,25.74997902,0.568529137,0.581428818,0.21939175,0.0,0.0,0.349137387,0.0,0.12127106,0.200712319,1.073763955,0.441811581,5.176279668,0.200712319,0.0,0.253403723,0.746596277,1.0,0.0,4.384249163,0.0,0.172199088,0.387380333,2.223130162,0.24187274242845236,0.390162394,0.0,inf,0.0,5.100441262575041,1.7913028883478261,0.18233600242491602,0.0,0,0,0,0,0
1993.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,110.609,143.436,15.033,115.818,42.823,0.0,0.0,0.0,0.0,0.0,25.922,32.478,104.033,53.722,0.0,24.078,27.618,8.19,0.0,2.815,25.922,24.715,22.203,0.0,231.737,231.737,115.818,-13.0,0.0,86.531,164.0943,49.24995804,0.771138347,1.778511504,0.167865808,0.0,0.0,0.60327254,0.0,0.057098636,0.180721716,1.175972192,0.448927016,5.449909061,0.180721716,0.0,0.192545804,0.807454196,1.0,0.0,4.972836503,0.0,0.231823144,0.172306813,1.615612538,0.019625477564906995,5.340319716,0.0,0.0,0.0,5.100441262575041,3.7523777554285718,0.15479377562118296,-0.090632756,0,0,0,0,0
1994.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,118.695,180.548,0.0,147.006,20.441,0.0,0.0,0.0,0.0,0.0,36.8,45.543,138.429,81.527,0.0,29.305,33.542,22.895,0.0,10.035,36.8,47.929,44.648,0.603,317.452,317.452,147.006,0.0,0.0,89.39,164.0943,12.625,0.657415203,0.697526019,0.162311407,0.0,0.0,0.495103795,0.0,0.126808383,0.203823914,1.357790233,0.436062775,5.763471757,0.203823914,0.0,0.185778851,0.814221149,1.0,0.0,5.201520082,0.0018995,0.256816779,0.265464032,1.758269269,0.05558078738064116,0.0,0.0,0.0,0.0,5.100441262575041,1.086021505376344,0.24729157897068926,0.0,0,0,0,0,0
1995.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,133.135,190.696,0.0,152.468,24.079,0.0,0.0,0.0,0.0,0.0,13.578,25.456,127.715,88.341,0.0,31.669,38.228,12.393,0.0,-4.111,13.578,46.265,42.325,7.249,345.399,345.399,152.468,6.0,0.0,101.466,164.0943,5.75,0.698153081,0.760333449,0.166070605,0.0,0.0,0.532082477,0.0,0.064988254,0.071202333,0.665899341,0.369760769,5.84759129,0.071202333,0.0,0.200465663,0.799534337,1.0,0.0,5.255910784,0.020987322,0.255765072,0.242611277,1.811254562,-0.021557872215463354,0.0,0.0,0.0,0.0,5.100441262575041,0.575,0.22195011956202543,0.031463691,0,0,0,0,0
1996.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,144.7,195.363,0.0,153.933,63.13,0.0,0.0,0.0,0.0,0.0,-0.82,10.383,113.603,69.816,0.0,35.06,41.43,-2.005,0.0,41.151,-0.82,41.211,40.47,0.102,336.303,336.303,153.933,-4.2,0.0,109.64,164.0943,4.625,0.740672492,1.800627496,0.179460799,0.0,0.0,0.561211693,0.0,-0.010262946,-0.004197315,0.250615496,0.337799544,5.820981636,-0.004197315,0.0,0.212066768,0.787933232,1.0,0.0,5.279964987,0.000303298,0.207598505,0.210945778,1.721426268,0.2106386572687766,0.0,0.0,0.0,0.0,5.100441262575041,0.3854166666666667,0.20715283856206138,-0.021498441,0,0,0,0,0
1997.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,149.113,195.462,0.0,158.238,56.11,0.0,0.0,0.0,0.0,0.0,5.787,15.646,112.509,85.861,0.0,30.417,37.224,4.45,0.0,-4.081,5.787,36.753,44.22,0.0,332.577,332.577,158.238,-0.8,0.0,118.696,164.0943,4.56199932,0.762874625,1.844692113,0.155615925,0.0,0.0,0.6072587,0.0,0.022766574,0.029606778,0.420320224,0.33829459,5.809873723,0.029606778,0.0,0.190441109,0.809558891,1.0,0.0,5.280469028,0.0,0.258168785,0.188031433,1.70149185,-0.020878738578342597,0.0,0.0,0.0,0.0,5.100441262575041,0.3229734031858407,0.22623323203487122,-0.004092867,0,0,0,0,0
1998.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,136.771,193.519,0.0,156.143,52.809,0.0,0.0,0.0,0.0,0.0,4.208,14.551,114.167,74.402,0.0,30.347,37.376,4.01,0.0,19.379,4.208,44.412,47.932,0.0,356.715,356.715,156.143,0.7,0.0,106.424,164.0943,4.4375,0.706757476,1.74017201,0.156816643,0.0,0.0,0.549940833,0.0,0.02072148,0.021744635,0.389313998,0.320051021,5.87973658,0.021744635,0.0,0.193138658,0.806861342,1.0,0.0,5.270529845,0.0,0.208575473,0.229496845,1.843307376,0.10014003792909223,0.0,0.0,0.0,0.0,5.100441262575041,0.29583333333333334,0.24768627369922333,0.003617216,0,0,0,0,0
1999.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,139.122,201.872,0.0,156.248,39.174,0.0,0.0,0.0,0.0,0.0,11.124,23.785,130.042,90.583,0.0,38.354,45.624,7.342,0.0,12.336,11.124,47.544,55.762,0.0,390.881,390.881,156.248,0.0,0.0,100.768,139.671,3.9375,0.689159467,1.021379778,0.189991678,0.0,0.0,0.499167789,0.0,0.036369581,0.055104224,0.521326495,0.332689489,5.970958222,0.055104224,0.0,0.226004597,0.773995403,1.0,0.0,5.312575238,0.0,0.231740606,0.235515574,1.936281406,0.06110802884996433,0.0,0.0,0.0,0.0,4.939289657025707,0.2985781990521327,0.2762245383213125,0.0,0,0,0,0,0
2000.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,142.451,206.651,0.0,154.727,22.157,0.0,0.0,0.0,0.0,0.0,13.857,28.608,144.573,104.914,0.0,44.828,51.924,8.645,0.0,9.165,13.857,48.506,64.153,0.0,421.514,421.514,154.727,0.0,0.0,97.623,76.504,2.34,0.689331288,0.494266976,0.216926122,0.0,0.0,0.472405166,0.0,0.041833816,0.067055083,0.550959094,0.342985049,6.046222582,0.067055083,0.0,0.251264209,0.748735791,1.0,0.0,5.335858786,0.0,0.24889802,0.234724245,2.039738496,0.04435013622000377,0.0,0.0,0.0,0.0,4.3373430270472415,0.2127272727272727,0.31044127538700517,0.0,0,0,0,0,0
2001.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,145.106,206.889,0.0,158.707,38.415,0.0,0.0,0.0,0.0,0.0,7.099,20.126,137.715,89.798,0.0,41.24,48.182,3.724,0.0,29.324,7.099,48.713,67.368,0.0,437.457,437.457,158.707,-0.715,0.0,103.866,78.2977,2.37,0.701371267,0.931498545,0.199333942,0.0,0.0,0.502037324,0.0,0.01799999,0.034313086,0.417707858,0.314808084,6.083261745,0.034313086,0.0,0.232888167,0.767111833,1.0,0.0,5.337004283,0.0,0.205272747,0.235454761,2.114452678,0.14173784009783025,0.0,0.0,0.0,0.0,4.3605182283635395,0.1646977067407922,0.3256238852718124,-0.003455959,0,0,0,0,0
2002.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,180.499,236.189,10.224,169.408,56.608,0.0,0.0,0.0,0.0,0.0,13.446,26.186,157.141,102.768,0.0,60.599,66.781,7.217,0.0,25.626,13.446,45.301,74.967,0.0,494.0,494.0,169.408,-1.35,0.0,119.9,191.7802,5.72,0.764214252,0.934140827,0.25656995,0.0,0.0,0.507644302,0.0,0.030556038,0.056928985,0.392117518,0.31809919,6.204557763,0.056928985,0.0,0.282743904,0.717256096,1.0,0.0,5.468857292,0.0,0.208032389,0.191799787,2.09154533,0.10849785553095191,0.398969796,0.0,0.0,0.0,5.256349924586604,0.4489795918367347,0.31740258860488846,-0.005715762,0,0,0,0,0
2003.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,190.539,264.933,41.062,191.387,25.619,0.0,0.0,0.0,0.0,0.0,16.667,29.884,188.33,138.908,0.0,55.329,73.546,9.951,0.0,-8.682,16.667,68.107,86.434,0.0,596.435,596.435,191.387,0.0,0.0,135.21,266.0575,7.53,0.719196929,0.463030237,0.208841481,0.0,0.0,0.510355448,0.0,0.03756044,0.062910245,0.406330732,0.315759471,6.392645491,0.062910245,0.0,0.277602262,0.722397738,1.0,0.0,5.583244397,0.0,0.23289713,0.257072543,2.251267302,-0.0327705495351655,-4.729555402,0.0,0.0,0.0,5.583712450834856,0.4058205335489087,0.326248523211529,0.0,0,0,0,0,0
2004.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,180.892,284.173,36.886,181.931,9.168,0.0,0.0,0.0,0.0,0.0,-18.132,-1.526,164.132,144.702,0.0,67.05,102.242,-12.205,0.0,19.288,-18.132,92.012,74.681,0.0,576.087,576.087,181.931,0.0,0.0,113.842,211.0332,5.88,0.636555901,0.136733781,0.235947821,0.0,0.0,0.40060808,0.0,-0.042949189,-0.063806203,-0.014925373,0.284908356,6.357993035,-0.063806203,0.0,0.359787876,0.640212124,1.0,0.0,5.653096014,0.0,0.251180811,0.323788678,2.027240449,0.06787414708645789,1.912380755,0.0,0.0,0.0,5.352015467070052,0.29217391304347823,0.2628011809707467,0.0,0,0,0,0,0
2005.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,147.58,238.741,22.519,135.737,4.015,0.0,0.0,0.0,0.0,0.0,-37.082,-20.901,146.143,128.719,0.0,64.028,103.004,-46.731,0.0,10.742,-37.082,84.651,25.746,0.0,565.074,565.074,135.737,4.69,0.0,83.552,118.7781,3.26,0.618159428,0.062706941,0.268190215,0.0,0.0,0.349969213,0.0,-0.195739316,-0.155323133,-0.20291445,0.258626304,6.338724812,-0.155323133,0.0,0.43144663,0.56855337,1.0,0.0,5.479559174,0.0,0.227791404,0.354572528,2.366891317,0.044994366279775995,2.096350773,0.0,0.0,0.0,4.7772570465008615,0.15106580166821132,0.10784071441436535,0.01964472,0,0,0,0,0
2006.0,BBAO,BOMBAY CO INC,2008-09-16,I,2.0,161.604,238.117,13.987,84.189,1.406,39.265,0.0,0.0,0.0,0.0,-46.96,-31.085,126.776,138.148,0.0,113.909,153.928,-52.781,39.265,-36.745,-46.96,71.812,-27.478,0.0,536.325,536.325,84.189,-1.274,0.0,47.695,40.444,1.11,0.678674769,0.012343186,0.478374077,0.164897928,0.164897928,0.200300693,0.0,-0.22165994,-0.197213975,-0.201945065,0.236379061,6.286603126,-0.197213975,0.0,0.646438516,0.353561484,1.0,0.0,5.476952972,0.0,0.257582622,0.301582835,2.252359134,-0.15431489561854045,-0.380650429,0.0,0.0,0.0,3.6999183012291526,0.04640448827555069,-0.11539705270938237,-0.005350311,0,0,0,0,0
2002.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,42.704,93.693,18.718,15.431,15.866,0.0,0.0,0.106,0.0,0.0,9.571,17.179,85.898,21.57,0.0,37.891,42.242,5.869,0.0,18.664,9.571,48.071,6.334,1.665,169.138,169.138,51.446,0.0,3.367,4.813,687.4637,35.15,0.455786451,0.418727402,0.404416552,0.0,0.0,0.0513699,0.0,0.062640752,0.102152776,0.406680555,0.507857489,5.136609872,0.102152776,0.0,0.450855453,0.164697469,3.333938176,0.035936516,4.55064008,0.009844033,0.127529,0.513069279,1.80523625,0.1992037825664671,1.00289327,0.0,inf,0.0,6.533009028146758,2.759026687598116,0.06760376975867995,0.0,0,0,0,0,0
2003.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,52.113,111.964,18.362,21.445,20.601,0.0,0.0,0.0,0.0,0.0,13.221,23.816,107.752,22.572,0.0,44.389,52.534,7.978,0.0,25.215,13.221,56.358,12.343,1.678,213.672,213.672,59.43,-0.2,5.311,7.724,687.4637,35.15,0.46544425,0.464101467,0.39645779,0.0,0.0,0.06898646,0.0,0.071255046,0.118082598,0.453344501,0.504286944,5.369111282,0.118082598,0.0,0.469204387,0.191534779,2.771275356,0.04743489,4.727069184,0.007853158,0.105638549,0.503358222,1.908399128,0.2252063163159587,0.728217331,0.0,0.0,0.0,6.533009028146758,1.8943680948531392,0.11024079168304098,-0.001786288,0,0,0,0,0
2004.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,109.955,189.237,16.494,95.51,67.327,0.0,0.0,0.0,0.0,10.0,32.58,47.242,164.736,30.791,0.0,61.955,93.727,19.999,0.0,48.527,32.58,75.815,19.386,3.792,301.662,301.662,95.51,0.054,2.539,48.0,687.4637,35.15,0.581043876,1.086708095,0.327393692,0.0,0.0,0.253650185,0.0,0.105682293,0.172165063,0.504038324,0.546094636,5.712616671,0.172165063,0.0,0.495288976,0.504711024,1.0,0.013417038,5.248270663,0.01257036,0.102071192,0.400635182,1.594096292,0.2564350523417725,0.339893255,0.500025001,0.0,0.0,6.533009028146758,1.746583850931677,0.10244296834128633,0.000285356,0,0,0,0,0
2005.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,147.807,246.108,31.083,130.357,90.95,0.0,0.0,0.0,0.0,0.0,42.703,60.003,198.736,40.157,0.0,81.161,115.751,27.314,0.0,54.642,42.703,89.973,46.7,6.629,361.809,361.809,130.357,0.0,1.011,66.646,596.3864,29.64,0.600577795,1.120612117,0.329777984,0.0,0.0,0.270799811,0.0,0.110983796,0.173513254,0.518379971,0.549284291,5.893876525,0.173513254,0.0,0.470326036,0.529673964,1.0,0.004107953,5.509825488,0.018321822,0.1109895,0.365583402,1.470122873,0.22202447705885223,0.568848139,0.0,0.0,0.0,6.390888779142988,1.3734939759036147,0.18975409169957905,0.0,0,0,0,0,0
2006.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,125.596,299.77,52.577,164.264,53.109,0.0,0.0,0.0,0.0,0.0,46.893,68.793,231.463,50.905,0.0,97.644,135.506,29.49,0.0,53.035,46.893,130.347,75.193,7.389,437.072,437.072,164.264,0.0,0.459,27.952,575.4467,28.02,0.418974547,0.543904387,0.325729726,0.0,0.0,0.093244821,0.0,0.098375421,0.15642993,0.507674937,0.529576363,6.08238328,0.15642993,0.0,0.452033225,0.547966775,1.0,0.001531174,5.706345853,0.016905681,0.116468225,0.434823365,1.458024485,0.17691897121126196,0.991364193,0.0,0.0,0.0,6.355146608755603,1.1713997851179552,0.2508356406578377,0.0,0,0,0,0,0
2015.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,128.731,213.334,22.466,99.414,46.654,0.0,0.0,0.0,0.0,0.0,18.005,34.305,195.518,53.877,1.458,99.861,113.92,27.345,0.0,32.047,18.005,67.741,33.247,13.346,377.694,377.694,99.414,-0.25,0.0,28.87,193.343,12.24,0.603424677,0.467189393,0.468096975,0.0,0.0,0.135327702,0.014600294,0.128179287,0.084398174,0.301132374,0.517662446,5.936728491,0.084398174,0.0,0.533998331,0.466001669,1.0,0.0,5.367535546,0.035335483,0.142647222,0.317534945,1.770435092,0.1502198430629904,0.701032858,0.0,0.0,0.0,5.2644658136223965,0.5533453887884268,0.15584482548492035,-0.001171871,0,0,0,0,0
2016.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,110.044,199.595,27.251,99.112,32.483,0.0,0.0,0.0,0.0,0.0,5.314,21.485,182.208,51.885,0.0,82.857,100.483,1.377,0.0,16.014,5.314,74.924,30.952,12.939,364.204,364.204,99.112,0.0,0.0,27.187,218.0338,13.75,0.551336456,0.392036883,0.415125629,0.0,0.0,0.136210827,0.0,0.00689897,0.026623913,0.213817263,0.500291046,5.900456102,0.026623913,0.0,0.503434455,0.496565545,1.0,0.0,5.30128795,0.035526793,0.142461368,0.375380145,1.824715048,0.08023247075327539,1.701698514,0.0,0.0,0.0,5.38465009664228,0.6504718877876859,0.15507402490042338,0.0,0,0,0,0,0
2017.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,110.229,197.989,17.763,107.315,30.445,0.0,0.0,0.0,0.0,0.0,13.824,29.989,185.159,53.136,0.0,69.863,90.674,7.916,0.0,21.088,13.824,77.751,38.198,13.302,357.866,357.866,107.315,0.0,0.0,40.366,142.7472,9.2,0.556743051,0.435781458,0.352863038,0.0,0.0,0.203880014,0.0,0.039982019,0.069822061,0.330734279,0.517397573,5.88294906,0.069822061,0.0,0.457974938,0.542025062,1.0,0.0,5.293249547,0.037170338,0.148480157,0.392703635,1.807504457,0.10651096778103834,0.84232739,0.0,0.0,0.0,4.961075233632715,0.39349871685201027,0.192929910247539,0.0,0,0,0,0,0
2018.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,99.798,172.046,11.253,94.314,17.894,0.0,0.0,0.0,0.0,0.0,-18.422,-2.38,159.991,58.356,0.0,56.177,77.732,-17.933,0.0,9.683,-18.422,66.368,25.076,10.588,336.585,336.585,94.314,0.0,0.0,43.621,70.7277,4.73,0.580065796,0.318528935,0.326523139,0.0,0.0,0.253542657,0.0,-0.104233751,-0.107076015,-0.030618021,0.475336096,5.82181733,-0.107076015,0.0,0.4518094,0.5481906,1.0,0.0,5.153557455,0.031457136,0.17337671,0.385757297,1.956366321,0.05628145960963928,1.162139833,0.0,0.0,0.0,4.258837292492879,0.22128654970760236,0.14575171756390734,0.0,0,0,0,0,0
2019.0,BBW,BUILD-A-BEAR WORKSHOP INC,,A,,98.75,297.262,12.384,88.631,26.726,30.912,0.0,0.0,119.625,0.0,1.576,15.281,167.328,53.381,0.0,85.964,208.631,0.261,0.0,21.609,1.576,191.999,17.846,11.526,338.543,338.543,88.631,0.0,0.0,12.786,63.5611,4.18,0.332198532,0.310897585,0.289185971,0.103989074,0.0,0.043012561,0.0,0.000878013,0.00530172,0.073244149,0.494259223,5.827600596,0.00530172,1.349697059,0.701842146,0.298157854,1.0,0.0,5.697972295,0.034045897,0.157678641,0.645891503,1.13887076,0.07269344887674846,0.573094544,0.0,0.0,0.0,4.152001648000824,0.20400195217179112,0.060034582287678884,0.0,0,0,0,0,0
